,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,官渡,12817.7,169.33,128.09
1,西山,16432.1,237.03,128.04
2,五华,14472.1,142.57,96.62
3,呈贡,9828.9,151.33,143.47
4,盘龙,13523.5,164.74,117.2
