,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,甘井子,16388.9,144.9,84.94
1,开发区,10859.9,105.82,89.22
2,金州,8893.6,73.75,79.99
3,沙河口,18579.9,188.47,93.13
4,中山,20392.5,199.59,93.57
5,高新园区,20335.3,193.33,91.25
6,西岗,17685.2,150.61,81.28
7,旅顺口,10383.3,91.7,85.76
