,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1099
1,3室2厅1厨1卫,643
2,2室2厅1厨1卫,621
3,4室2厅1厨2卫,361
4,2室1厅1厨1卫,134
5,1室1厅1厨1卫,111
6,2室2厅1厨2卫,60
7,3室1厅1厨1卫,50
8,5室2厅1厨2卫,39
9,4室2厅1厨1卫,21
